Не удалось сохранить вложения,,Failed to save attachments
Не удалось подключить календарь «{0}»,,Failed to open calendar “{0}”
Не удалось подключить список заметок «{0}»,,Failed to open memo list “{0}”
Не удалось подключить список задач «{0}»,,Failed to open task list “{0}”
Не удалось создать событие в календаре «{0}»,,Failed to create an event in the calendar “{0}”
Не удалось создать заметку в списке заметок «{0}»,,Failed to create a memo in the memo list “{0}”
Не удалось создать задачу в списке задач «{0}»,,Failed to create a task in the task list “{0}”
Не удалось изменить событие в календаре «{0}»,,Failed to modify an event in the calendar “{0}”
Не удалось изменить заметку в списке заметок «{0}»,,Failed to modify a memo in the memo list “{0}”
Не удалось изменить задачу в списке задач «{0}»,,Failed to modify a task in the task list “{0}”
Не удалось удалить событие в календаре «{0}»,,Failed to delete an event in the calendar “{0}”
Не удалось удалить заметку в списке заметок «{0}»,,Failed to delete a memo in the memo list “{0}”
Не удалось удалить задачу в списке задач «{0}»,,Failed to delete a task in the task list “{0}”
Не удалось обновить событие в календаре «{0}»,,Failed to update an event in the calendar “{0}”
Не удалось обновить заметку в списке заметок «{0}»,,Failed to update a memo in the memo list “{0}”
Не удалось обновить задачу в списке задач «{0}»,,Failed to update a task in the task list “{0}”
Не удалось отправить событие в календарь «{0}»,,Failed to send an event to the calendar “{0}”
Не удалось отправить заметку в список заметок «{0}»,,Failed to send a memo to the memo list “{0}”
Не удалось отправить задачу в список задач «{0}»,,Failed to send a task to the task list “{0}”
Не удалось создать отображение для календаря «{0}»,,Error creating view for the calendar “{0}”
Не удалось создать отображение для списка задач «{0}»,,Error creating view for the task list “{0}”
Не удалось создать отображение для списка заметок «{0}»,,Error creating view for the memo list “{0}”
Не удалось копировать событие в календарь «{0}»,,Failed to copy an event into the calendar “{0}”
Не удалось копировать задачу в список задач «{0}»,,Failed to copy a task into the task list “{0}”
Не удалось копировать заметку в список заметок «{0}»,,Failed to copy a memo into the memo list “{0}”
Не удалось переместить событие в календарь «{0}»,,Failed to move an event into the calendar “{0}”
Не удалось переместить задачу в список задач «{0}»,,Failed to move a task into the task list “{0}”
Не удалось переместить заметку в список заметок «{0}»,,Failed to move a memo into the memo list “{0}”
Не удалось получить событие из календаря «{0}»,,Failed to get an event from the calendar “{0}”
Не удалось получить задачу из списка задач «{0}»,,Failed to get a task from the task list “{0}”
Не удалось получить заметку из списка заметок «{0}»,,Failed to get a memo from the memo list “{0}”
Копирование события в календарь «{0}»,,Copying an event into the calendar “{0}”
Копирование задачи в список задач «{0}»,,Copying a task into the task list “{0}”
Копирование заметки в список заметок «{0}»,,Copying a memo into the memo list “{0}”
Перемещение события в календарь «{0}»,,Moving an event into the calendar “{0}”
Перемещение задачи в список задач «{0}»,,Moving a task into the task list “{0}”
Перемещение заметки в список заметок «{0}»,,Moving a memo into the memo list “{0}”
Не удалось обновить календарь «{0}»,,Failed to refresh calendar “{0}”
Не удалось обновить список задач «{0}»,,Failed to refresh task list “{0}”
Не удалось обновить список заметок «{0}»,,Failed to refresh memo list “{0}”
Не удалось сделать вхождение перемещаемым,,Failed to make an occurrence movable
При отображении контакта произошла ошибка,,Something has gone wrong when displaying the event
"При отображении события произошел сбой WebKitWebProcess. Повторите попытку, перейдя к другому событию и обратно. Если проблема не устранена, отправьте отчёт об ошибке в GitLab GNOME.",,"A WebKitWebProcess crashed when displaying the event. You can try again by moving to another event and back. If the issue persists, please file a bug report in GNOME GitLab."
При отображении заметки произошла ошибка,,Something has gone wrong when displaying the memo
"При отображении заметки произошел сбой WebKitWebProcess. Повторите попытку, перейдя к другой заметке и обратно. Если проблема не устранена, отправьте отчёт об ошибке в GitLab GNOME.",,"A WebKitWebProcess crashed when displaying the memo. You can try again by moving to another memo and back. If the issue persists, please file a bug report in GNOME GitLab."
При отображении задачи произошла ошибка,,Something has gone wrong when displaying the task
"При отображении задачи произошел сбой WebKitWebProcess. Повторите попытку, перейдя к другой задаче и обратно. Если проблема не устранена, отправьте отчёт об ошибке в GitLab GNOME.",,"A WebKitWebProcess crashed when displaying the task. You can try again by moving to another task and back. If the issue persists, please file a bug report in GNOME GitLab."
Вы хотите отделить событие от серии?,Ишәҭахума шәара ахҭыс асериа аҟынтә аҿыгара ? ,Do you want to detach event from the series?
Событие “{0}” будет отделено от своей серии и сохранено как новое отдельное событие.,,The event “{0}” will be detached from its series and saved as a new standalone event.
_Отделить и создать копию,,_Detach and Create Copy
содержит,,contains
не содержит,,does not contain
Любое поле,,Any Field
Классификация,,Classification
является,,is
не является,,is not
Общее,,Public
Личное,,Private
Конфиденциальное,,Confidential
Организатор,,Organizer
Участник,,Attendee
Адрес,Аҭыӡҭыԥ,Location
Категория,,Category
Существует,,Exist
Не существует,,Do Not Exist
Повторение,,Recurrence
Происходит,,Occurs
"Меньше, чем",,Less Than
Точно,,Exactly
"Больше, чем", Еиҳа еиҳауп,More Than
Выражение,,Expression
Сводка содержит,,Summary Contains
Описание содержит,,Description Contains
msgstr[0] с %d гостем,msgstr[0] ,with one guest
msgstr[1] с %d гостями,msgstr[1] ,msgid_plural with %d guests
Комментарии: %s,,Comments: %s
Условно,,Tentative
Подтвержденный,,Confirmed
Черновик,Аҟьашьы,Draft
Финальный,Ихырқәшоуп,Final
Не началась,,Not Started
Необходимое действие,,Needs Action
Выполняется,Апроцесс аҟны,In Progress
Завершена,,Completed
Принято,,Accepted
Отклонено,,Declined
Поручено,,Delegated
Требуется действие,,Needs action
Состояние,,Status
д.п.,,am
п.п.,,pm
Нет сводки,,No Summary
Организатор: %s <%s>,,Organizer: %s <%s>
Организатор: %s,,Organizer: %s
Адрес: %s,Аҭыӡҭыԥ:%s,Location: %s
Начало: %s (%s),,Start: %s (%s)
Начало: %s,,Start: %s
Завершение: %s,,Due: %s
Завершено: %s,,Completed: %s
…,…,…
Новая встреча,,New Appointment
Новое ежедневное событие,,New All Day Event
Новое собрание,,New Meeting
Перейти к сегодняшнему дню,,Go to Today
Перейти к дате,,Go to Date
Есть напоминатели.,,It has reminders.
Имеет повторения.,,It has recurrences.
Это собрание.,,It is a meeting.
Событие календаря: Сводка: %s.,,Calendar Event: Summary is %s.
Событие календаря: Не имеет сводки.,,Calendar Event: It has no summary.
событие обзора календаря,,calendar view event
Перехватывать фокус,,Grab Focus
msgstr[0] Имеет %d событие.,msgstr[0] ,It has %d event.
msgstr[1] Имеет %d события.,msgstr[1] ,msgid_plural It has %d events.
Не имеет событий.,,It has no events.
Обзор рабочей недели: %s. %s,,Work Week View: %s. %s
Вид дня: %s. %s,,Day View: %s. %s
окно календаря для просмотра рабочей недели,,calendar view for a work week
окно календаря для просмотра одного или более дней,,calendar view for one or more days
таблица для просмотра и выбора текущего диапазона времени,,a table to view and select the current time range
Кнопка перехода,,Jump button
"Нажмите здесь, вы можете найти больше событий.",,"Click here, you can find more events."
Воспроизвести звук,,Play a sound
Вывести предупреждение,,Pop up an alert
Отправить эл. письмо,,Send an email
Запустить программу,,Run a program
Неизвестное действие для выполнения,,Unknown action to be performed
%s %s перед началом,,%s %s before the start
%s %s после начала,,%s %s after the start
%s при запуске,,%s at the start
%s %s перед завершением,,%s %s before the end
%s %s после завершения,,%s %s after the end
%s в конце,,%s at the end
%s в %s,%s аҟны %s,%s at %s
%s при неизвестном типе состояния,,%s for an unknown trigger type
Обзор месяца: %s. %s,,Month View: %s. %s
Обзор недели: %s. %s,,Week View: %s. %s
окно календаря для обзора месяца,,calendar view for a month
окно календаря для просмотра одной или более недель,,calendar view for one or more weeks
Неозаглавленное,Ихьӡыдоу,Untitled
Категории:,,Categories:
Дата начала:,,Start Date:
Дата завершения:,,End Date:
Повторяется:,,Recurs:
Дата выполнения:,,Due Date:
Предполагаемая продолжительность:,,Estimated duration:
Состояние:,,Status:
Высокий,,High
Нормальный,Инормоу,Normal
Низкий,,Low
Приоритет:,,Priority:
Классификация:,,Classification:
Организатор:,,Organizer:
Участники:,,Attendees:
Веб-страница:,Веб-адаҟьа:,Web Page:
Открывается календарь «%s»,,Creating view for calendar “%s”
Открывается список задач «%s»,,Creating view for task list “%s”
Открывается список заметок «%s»,,Creating view for memo list “%s”
Назначение доступно только для чтения,,Destination is read only
Копирование событий в календарь «%s»,,Copying events to the calendar “%s”
Копирование заметок в список заметок «%s»,,Copying memos to the memo list “%s”
Копирование задач в список задач «%s»,,Copying tasks to the task list “%s”
_Удалить этот элемент из ящиков всех остальных получателей?,,_Delete this item from all other recipient’s mailboxes?
_Отменить комментарий,,_Retract comment
Выделить дату,,Select Date
В_ыделить сегодняшний день,,Select _Today
Январь,,January
Февраль,,February
Март,,March
Апрель,Мшаԥымза,April
Май,,May
Июнь,,June
Июль,,July
Август,Нанҳәа,August
Сентябрь,,September
Октябрь,,October
Ноябрь,,November
Декабрь,,December
Вы изменяете повторяющееся событие. Что именно вы хотите изменить?,Шәара еиҭаҟало ахҭыс шәыԥсахоит. Иарбан ишәыԥсахҵәҟьар ишәҭаху?,You are modifying a recurring event. What would you like to modify?
"Вы поручаете повторяющееся событие, что именно вы хотите поручить?",,You are delegating a recurring event. What would you like to delegate?
Вы изменяете повторяющуюся задачу. Что именно вы хотите изменить?,Шәара еиҭаҟало аҳасабтә шәыԥсахоит. Иарбан ишәыԥсахҵәҟьар ишәҭаху?,You are modifying a recurring task. What would you like to modify?
Вы изменяете повторяющуюся заметку. Что именно вы хотите изменить?,Шәара еиҭаҟало азгәаҭа шәыԥсахоит. Иарбан ишәыԥсахҵәҟьар ишәҭаху?,You are modifying a recurring memo. What would you like to modify?
Только эту запись,,This Instance Only
Эту и предыдущие записи,,This and Prior Instances
Эту и последующие записи,,This and Future Instances
Все записи,,All Instances
Отправить мои напоминатели вместе с событием,,Send my reminders with this event
Уведомить _только новых участников,,Notify new attendees _only
Вырезать выделенные события в буфер обмена,,Cut selected events to the clipboard
Копировать выделенные события в буфер обмена,,Copy selected events to the clipboard
Вставить события из буфера обмена,,Paste events from the clipboard
Удалить выделенные события,,Delete selected events
Вставленный текст не содержит верных данных iCalendar,,Pasted text doesn’t contain valid iCalendar data
Календарь по умолчанию не найден,,Default calendar not found
Список заметок по умолчанию не найден,,Default memo list not found
Список задач по умолчанию не найден,,Default task list not found
Подходящих компонентов не найдено,,No suitable component found
Вставка данных iCalendar,,Pasting iCalendar data
%d %b. %Y,%d %b. %Y,%d %b %Y
%d %b,%d %b,%d %b
"%A, %d %b. %Y","%A, %d %b. %Y",%A %d %b %Y
"%a, %d %b","%a, %d %b",%a %d %b
"%a, %d %b. %Y","%a, %d %b. %Y",%a %d %b %Y
%s (%d),,%s (%d)
msgstr[0] %d встреча,msgstr[0] ,%d appointment
msgstr[1] %d встреча,msgstr[1] ,msgid_plural %d appointments
выделено %d,,%d selected
Дата начала,,Start Date
Дата завершения,,End Date
Создано,,Created
Последнее изменение,,Last modified
Код,Алагамҭатә текст,Source
Источник с UID «%s» не найден,,Source with UID “%s” not found
Создание события,,Creating an event
Создание заметки,,Creating a memo
Создание задачи,,Creating a task
Повторение,,Recurring
Назначенная,,Assigned
Свободен,,Free
Занят,,Busy
"Географическое положение должно быть введено в формате:

45.436845,125.862501",,"The geographical position must be entered in the format: 

45.436845,125.862501"
Изменение события,,Modifying an event
Изменение заметки,,Modifying a memo
Изменение задачи,,Modifying a task
Удаление события,,Removing an event
Удаление заметки,,Removing a memo
Удаление задачи,,Removing a task
msgstr[0] Удаление %d события,msgstr[0] ,Deleting an event
msgstr[1] Удаление %d событий,msgstr[1] ,msgid_plural Deleting %d events
msgstr[0] Удаление %d заметки,msgstr[0] ,Deleting a memo
msgstr[1] Удаление %d заметок,msgstr[1] ,msgid_plural Deleting %d memos
msgstr[0] Удаление %d задачи,msgstr[0] ,Deleting a task
msgstr[1] Удаление %d задач,msgstr[1] ,msgid_plural Deleting %d tasks
msgstr[0] Вставка %d события,msgstr[0] ,Pasting an event
msgstr[1] Вставка %d событий,msgstr[1] ,msgid_plural Pasting %d events
msgstr[0] Вставка %d заметки,msgstr[0] ,Pasting a memo
msgstr[1] Вставка %d заметок,msgstr[1] ,msgid_plural Pasting %d memos
msgstr[0] Вставка %d задачи,msgstr[0] ,Pasting a task
msgstr[1] Вставка %d задач,msgstr[1] ,msgid_plural Pasting %d tasks
Обновление события,,Updating an event
Обновление заметки,,Updating a memo
Обновление задачи,,Updating a task
Удалить события в календаре «%s»,,Getting events to purge in the calendar “%s”
Удалить заметки в списке заметок «%s»,,Getting memos to purge in the memo list “%s”
Удалить задачи в списке задач «%s»,,Getting tasks to purge in the task list “%s”
Удаление событий в календаре «%s»,,Purging events in the calendar “%s”
Удаление заметок в списке заметок «%s»,,Purging memos in the memo list “%s”
Удаление задач в списке задач «%s»,,Purging tasks in the task list “%s”
Удаление событий,,Purging events
Удаление заметок,,Purging memos
Удаление задач,,Purging tasks
Скрытие выполненных задач,,Expunging completed tasks
msgstr[0] Перемещение %d события,msgstr[0] ,Moving an event
msgstr[1] Перемещение %d событий,msgstr[1] ,msgid_plural Moving %d events
msgstr[0] Копирование %d события,msgstr[0] ,Copying an event
msgstr[1] Копирование %d событий,msgstr[1] ,msgid_plural Copying %d events
msgstr[0] Перемещение %d заметки,msgstr[0] ,Moving a memo
msgstr[1] Перемещение %d заметок,msgstr[1] ,msgid_plural Moving %d memos
msgstr[0] Копирование %d заметки,msgstr[0] ,Copying a memo
msgstr[1] Копирование %d заметок,msgstr[1] ,msgid_plural Copying %d memos
msgstr[0] Перемещение %d задачи,msgstr[0] ,Moving a task
msgstr[1] Перемещение %d задач,msgstr[1] ,msgid_plural Moving %d tasks
msgstr[0] Копирование %d задачи,msgstr[0] ,Copying a task
msgstr[1] Копирование %d задач,msgstr[1] ,msgid_plural Copying %d tasks
"%a, %d.%m.%Y %H:%M:%S","%a, %d.%m.%Y %H:%M:%S",%a %m/%d/%Y %H:%M:%S
"%a, %d.%m.%Y %I:%M:%S %p","%a, %d.%m.%Y %I:%M:%S %p",%a %m/%d/%Y %I:%M:%S %p
"Дата должна быть введена в формате: 
%s",,"The date must be entered in the format: 
%s"
Время события уже наступило,,Event’s time is in the past
"Событие не может быть изменено, так как выбранный календарь не может быть открыт",,"Event cannot be edited, because the selected calendar could not be opened"
"Событие нельзя изменить, потому что выбранный календарь доступен только для чтения",,"Event cannot be edited, because the selected calendar is read only"
"Изменения, внесенные в мероприятие, не будут отправлены участникам, поскольку вы не являетесь организатором",,"Changes made to the event will not be sent to the attendees, because you are not the organizer"
Дата начала не является допустимой датой,,Start date is not a valid date
Время начала не является допустимым временем,,Start time is not a valid time
Дата окончания не является допустимой датой,,End date is not a valid date
Время окончания не является допустимым временем,,End time is not a valid time
_Категории,,_Categories
Переключает отображение категорий,,Toggles whether to display categories
Часовой _пояс,,Time _Zone
Переключает отображение часового пояса,,Toggles whether the time zone is displayed
_Событие на весь день,,All _Day Event
"Переключает, является ли событие событием на весь день",,Toggles whether to have All Day Event
Показать время как _Занят,,Show Time as _Busy
Переключить отображение времени как «занят»,,Toggles whether to show time as busy
Пу_бличное,,Pu_blic
Классифицировать как публичное,,Classify as public
_Личное,,_Private
Классифицировать как личное,,Classify as private
_Конфиденциальное,,_Confidential
Классифицировать как конфиденциальное,,Classify as confidential
_Время запуска:,,_Start time:
Время _завершения:,,_End time:
Событие на весь _день,,All da_y event
Напоминания,,Reminders
Расписание,,Schedule
Собрание — %s,,Meeting — %s
Встреча — %s,,Appointment — %s
Новая заметка,Азгәаҭа ҿыц,New note
"Заметка не может быть изменена, так как указанный список заметок невозможно открыть",,"Memo cannot be edited, because the selected memo list could not be opened"
"Заметку нельзя изменить, поскольку выбранный список заметок доступен только для чтения",,"Memo cannot be edited, because the selected memo list is read only"
"Изменения, внесенные в памятку, не будут отправлены участникам, поскольку вы не являетесь организатором",,"Changes made to the memo will not be sent to the attendees, because you are not the organizer"
_Список:,,_List:
Да_та запуска:,,Sta_rt date:
Назначенная заметка — %s,,Assigned Memo — %s
Заметка — %s,,Memo — %s
msgstr[0] Вложение,msgstr[0] ,Attachment
msgstr[1] Вложения,msgstr[1] ,msgid_plural Attachments
Не удалось загрузить «%s»,,Could not load “%s”
Не удалось загрузить вложение,,Could not load the attachment
"Некоторые вложения продолжают загружаться. Пожалуйста, дождитесь завершения загрузки.",,Some attachments are still being downloaded. Please wait until the download is finished.
"Не удалось найти вложение «%s», удалите его из списка",,"Attachment “%s” cannot be found, remove it from the list, please"
"Вложение «%s» имеет неверный URI, удалите его из списка",,"Attachment “%s” doesn’t have valid URI, remove it from the list, please"
_Вложение…,,_Attachment…
Прикрепить файл,,Attach a file
_Вложения,,_Attachments
Показать вложения,,Show attachments
В виде значков,Адыргаҷақәа рыԥшра рыҭаны,Icon View
Не удалось найти встречу «%s» в списке встреч,,Cannot find attendee “%s” in the list of attendees
Недостаточно прав для удаления участника «%s»,,Not enough rights to delete attendee “%s”
msgstr[0] Не удалось удалить выбранную встречу,msgstr[0] ,Failed to delete selected attendee
msgstr[1] Не удалось удалить выбранные встречи,msgstr[1] ,msgid_plural Failed to delete selected attendees
Адрес организатора не является допустимым адресом электронной почты пользователя,Аиҽкаҩ иҭыӡҭыԥ иақәнагам ҭыӡҭыԥуп ахархәаҩ иелектрн пошьҭазы.,Organizer address is not a valid user mail address
У_частники,,A_ttendees
Отображение участников,,Toggles whether the Attendees are displayed
Поле _должности,,R_ole Field
Переключает отображение поля «Должность»,,Toggles whether the Role field is displayed
П_росьба ответить,,_RSVP
Переключает отображение поля «Просьба ответить»,,Toggles whether the RSVP field is displayed
Поле _состояния,,_Status Field
Переключает отображение поля «Состояние»,,Toggles whether the Status field is displayed
Поле _типа,,_Type Field
Переключает отображение поля «Тип участников»,,Toggles whether the Attendee Type is displayed
Требуется организатор.,,An organizer is required.
Требуется как минимум один участник.,,At least one attendee is required.
Ор_ганизатор:,,Or_ganizer:
"Переопределить цвет события. Если не задано, то использовать цвет календаря.",,"Override color of the event. If not set, then color of the calendar is used."
"Переопределить цвет заметки. Если не задано, то использовать цвет списка заметок.",,"Override color of the memo. If not set, then color of the memo list is used."
"Переопределить цвет задачи. Если не задано, то использовать цвет списка задач.",,"Override color of the task. If not set, then color of the task list is used."
_Участники…,,Atte_ndees…
Добавить исключение,,Add exception
Изменить исключение,,Modify exception
в,иаҿакуп,on
первый,,first
второй,,second
третий,,third
четвёртый,,fourth
пятый,,fifth
последний,,last
Другая дата,,Other Date
с 1-го по 10-е,,1st to 10th
с 11-го по 20-е,,11th to 20th
с 21-го по 31-е,,21st to 31st
день,,day
Понедельник,,Monday
Вторник,Аҩаша,Tuesday
Среда,,Wednesday
Четверг,,Thursday
Пятница,,Friday
Суббота,,Saturday
Воскресенье,,Sunday
в,,on the
случай(-ев),,occurrences
Эта _встреча повторяется,,This appointment rec_urs
Эта _задача повторяется,,This task rec_urs
Эта за_метка повторяется,,This memo rec_urs
Этот _компонент повторяется,,This component rec_urs
Неверное значение повторяющейся даты,,Recurrence exception date is invalid
Дата окончания повторяющегося события раньше даты начала,,End time of the recurrence is before the start
П_овторение,,R_ecurrence
Включить повторение,,Set or unset recurrence
Каждый,,Every
день (дней),,day(s)
неделя (недель),,week(s)
месяц (месяцев),,month(s)
год (лет),,year(s)
для,,for
до,,until
постоянно,,forever
"Эта встреча имеет правила повторения, не редактируемые в Evolution.",,This appointment contains recurrences that Evolution cannot edit.
Исключения,,Exceptions
_Добавить,,A_dd
_Удалить,,Re_move
Отправить,,Send To
_Напоминатели,,_Reminders
Включить напоминания,,Set or unset reminders
%s до,,%s before
при запуске,,at the start
Другое,Ахархәаратә,Custom
Добавить предопределённое время…,,Add predefined time…
Удалить предопределенное время,,Remove predefined times
Установить предопределенное время для,,Set a custom predefined time to
_дни,,da_ys
_часы,,_hours
_минуты,,_minutes
До_полнительное время,,_Add time
_Напоминание,,_Reminder
минуты,,minute(s)
часы,,hour(s)
до,,before
после,,after
начало,,start
конец,end,end
По_вторить напоминание,,Re_peat the reminder
раз(а) каждые,,extra times every
минуты,,minutes
часы,,hours
дни,,days
Настраиваемое _сообщение,,Custom _message
Настраиваемый _звук напоминания,,Custom reminder _sound
Укажите звуковой файл,,Select a sound file
_Программа:,,_Program:
_Аргументы:,_Аҵаҵӷәқәа:,_Arguments:
Отправить:,,_Send To:
_Запланировать,,_Schedule
Запросить информацию о занятости для участников,,Query free / busy information for the attendees
_Сводка:,,_Summary:
_Расположение:,,_Location:
_Категории…,,_Categories…
Редактировать как текст,,Edit as text
Просмотр в виде текста,,View as text
Просмотр в формате HTML,,View as HTML
_Описание:,,_Description:
_Веб-страница:,,_Web page:
С_рок:,,D_ue date:
Дата _завершения:,,Date _completed:
К_лассификация:,,C_lassification:
_Состояние:,,_Status:
Неопределённый,,Undefined
Приорите_т:,,Priorit_y:
Процент завершения:,,Percent complete:
_Часовой пояс:,,Time _zone:
_Показать время как «занят»,,Show time as _busy
Пред_полагаемая продолжительность:,,Esti_mated duration:
Дата начала задачи уже наступила,,Task’s start date is in the past
Дата выполнения задачи уже наступила,,Task’s due date is in the past
"Задача не может быть изменена, так как выбранный список задач не может быть открыт",,"Task cannot be edited, because the selected task list could not be opened"
"Задачу нельзя изменить, поскольку выбранный список задач доступен только для чтения",,"Task cannot be edited, because the selected task list is read only"
"Изменения, внесенные в задание, не будут отправлены участникам, поскольку вы не являетесь организатором",,"Changes made to the task will not be sent to the attendees, because you are not the organizer"
Дата завершения не является допустимой датой,,Due date is not a valid date
Дата окончания не является допустимой датой,,Completed date is not a valid date
Дата окончания не может располагаться в календарном будущем,,Completed date cannot be in the future
Срок выполнения не может совпадать с датой начала,,Due date cannot be the same as the Start date
Дата начала требуется для повторяющихся задач,,Start date is required for recurring tasks
_Задача на весь день,,All _Day Task
"Переключает, является ли событие событием на весь день",,Toggles whether to have All Day Task
Назначенная задача — %s,,Assigned Task — %s
Задача — %s,,Task — %s
вложение,,attachment
Отправка уведомлений участникам…,,Sending notifications to attendees…
Сохранение изменений…,,Saving changes…
Сохранить и закрыть,,Save and Close
Копировать выделение,,Copy the selection
Вырезать выделение,,Cut the selection
Удалить выделение,,Delete the selection
Показать справку,,View help
Вставить из буфера обмена,,Paste the clipboard
Предварительный _просмотр…,,Pre_view…
Выделить весь текст,,Select all text
_Классификация,,_Classification
_Файл,,_File
_Вставка,,_Insert
_Параметры,,_Options
Сохранить текущие изменения,,Save current changes
Сохранить текущие изменения и закрыть редактор,,Save current changes and close editor
Показывать _панель инструментов,,Show _toolbar
"%A, %d %b","%A, %d %b",%A %d %B
%d неделя,,Week %d
Деления через %02i минут,,%02i minute divisions
Показывать второй часовой пояс,,Show the second time zone
Выбрать…,,Select…
Установите предполагаемую продолжительность для,,Set an estimated duration for
_дни,,_days
_Установить,,_Set
Изме_нить…,,Chan_ge…
Необходимые участники,,Required Participants
Дополнительные участники,,Optional Participants
Ресурсы,,Resources
Председатели,,Chair Persons
Участники,,Attendees
Индивидуально,,Individual
Группа,Агәыԥ,Group
Источник,,Resource
Комната,,Room
Председатель,,Chair
Требуемые участники,,Required Participant
Дополнительные участники,,Optional Participant
Не участвует,,Non-Participant
Просьба ответить,,RSVP
В процессе,Апроцесс аҟны,In Process
"Введите пароль, чтобы получить сведения с сервера %s о занятости пользователя %s",,Enter password to access free/busy information on server %s as user %s
Причина сбоя: %s,,Failure reason: %s
Введите пароль,,Enter password
Не на работе,,Out of Office
Нет информации,,No Information
_Параметры,,O_ptions
Показывать _только рабочие часы,,Show _only working hours
Показывать _уменьшенный,,Show _zoomed out
_Обновить информацию о занятости,,_Update free/busy
<_<,<_<,_<<
_Автовыбор,_Автоматикла алхра,_Autopick
>_>,>_>,>_>
_Все люди и ресурсы,,_All people and resources
Все _люди и один ресурс,,All _people and one resource
_Требуемые люди,,_Required people
Требуемые люди и _один ресурс,,Required people and _one resource
"Сводка: %s
Местоположение: %s",,"Summary: %s
Location: %s"
Сводка: %s,,Summary: %s
"Нажмите, чтобы добавить участника",,Click here to add an attendee
Участник,,Member
Поручено,,Delegated To
Передано от,,Delegated From
Общее имя,,Common Name
Язык,,Language
Вырезать выделенные заметки в буфер обмена,,Cut selected memos to the clipboard
Копировать выделенные заметки в буфер обмена,,Copy selected memos to the clipboard
Вставить заметки из буфера обмена,,Paste memos from the clipboard
Удалить выделенные заметки,,Delete selected memos
Выделить все видимые заметки,,Select all visible memos
"Нажмите, чтобы добавить заметку",,Click to add a memo
Вырезать выделенные задания в буфер обмена,,Cut selected tasks to the clipboard
Копировать выделенные задания в буфер обмена,,Copy selected tasks to the clipboard
Вставить задачи из буфера обмена,,Paste tasks from the clipboard
Удалить выбранные задачи,,Delete selected tasks
Выделить все видимые задания,,Select all visible tasks
"Нажмите, чтобы добавить задачу",,Click to add a task
Дата начала,,Start date
Дата выполнения,,Completion date
Завершена,,Complete
Срок выполнения,,Due date
Выполнено %,,% Complete
Приоритет,,Priority
Предполагаемая продолжительность,,Estimated duration
Выбор часового пояса,,Select Timezone
Время: %s %s,,Time: %s %s
Завтра,,Tomorrow
Задачи без даты выполнения,,Tasks without Due date
Новое _мероприятие…,,New _Appointment…
Новая _встреча…,,New _Meeting…
Новая _задача…,,New _Task…
_Новое задание…,,_New Assigned Task…
_Удалить эту запись…,,_Delete This Instance…
Удалить эту и последующие повторения…,,Delete This and F_uture Occurrences…
_Удалить все повторы…,,D_elete All Instances…
У_далите…,,_Delete…
_Показывать задачи без времени завершения,,_Show Tasks without Due date
Дела,,To Do
%s (%s),%s (%s),%s (%s)
%d %B,%d %B,%d %B
msgstr[0] %u событие,msgstr[0] ,%u event
msgstr[1] %u события,msgstr[1] ,msgid_plural %u events
Организатор должен быть назначен.,,An organizer must be set.
Необходим как минимум один участник,,At least one attendee is necessary
Информация о событии,,Event information
Информация о задаче,,Task information
Информация о заметке,,Memo information
Информация о занятости,,Free/Busy information
Информация календаря,,Calendar information
Условно принято,,Tentatively Accepted
Обновлено,,Updated
Контрпредложение,,Counter-proposal
Информация о занятости (%s в %s),,Free/Busy information (%s to %s)
Информация iCalendar,,iCalendar information
"Не удаётся зарезервировать ресурс, новое событие конфликтует с каким-то другим.",,"Unable to book a resource, the new event collides with some other."
"Не удаётся зарезервировать ресурс, ошибка: ",,"Unable to book a resource, error: "
Вы должны быть участником события.,,You must be an attendee of the event.
Отправка события,,Sending an event
Отправка заметки,,Sending a memo
Отправка задачи,,Sending a task
msgstr[0] %d день,msgstr[0] ,%d day
msgstr[1] %d дня,msgstr[1] ,msgid_plural %d days
msgstr[0] %d час,msgstr[0] ,%d hour
msgstr[1] %d часа,msgstr[1] ,msgid_plural %d hours
msgstr[0] %d минута,msgstr[0] ,%d minute
msgstr[1] %d минуты,msgstr[1] ,msgid_plural %d minutes
msgstr[0] %d секунда,msgstr[0] ,%d second
msgstr[1] %d секунды,msgstr[1] ,msgid_plural %d seconds
Пн,,Mo
Вт,Аҩ,Tu
Ср,,We
Чт,,Th
Пт,,Fr
Сб,,Sa
Вс,Амҽ,Su
 к ,, to 
 (Завершено ,, (Completed 
Завершено ,,Completed 
 (К дате ,, (Due 
К дате ,,Due 
Встреча,,Appointment
Задание,,Task
Заметка,,Memo
Участники: ,,Attendees: 
Предполагаемая продолжительность: %s,,Estimated duration: %s
Состояние: %s,,Status: %s
Приоритет: %s,,Priority: %s
Завершено процентов: %i,,Percent Complete: %i
URL: %s,URL: %s,URL: %s
Категории: %s,,Categories: %s
Контакты: ,,Contacts: 
Выполняется,,In progress
% выполнено,,% Completed
"больше, чем", Еиҳа еиҳауп,is greater than
"меньше, чем",,is less than
Текущее состояние,,Current State
просрочены,,is Overdue
запланированы,,is Scheduled
не запланированы,,is not Scheduled
В срок,,Due In
Следующие дни,,Next Days
Предыдущие дни,,Previous Days
Встречи и собрания,,Appointments and Meetings
Создать календарь,,New Calendar
Создать список задач,,New Task List
С_оздать новый календарь,,Cre_ate new calendar
