15455	если этот параметр включён, редактор будет показывать сетку документа.	 ари апараметр аҿакузар, аредактор адокумента арбалахоит.
15439	если этот параметр включён, редактор покажет изменения и дополнения рядом с исходным кодом.	 ари апараметр аҿакузар, аредактор ахалагаратә код аҭыҵреи ахарҭәаареи арбахоит.
27075	если этот параметр включен, текстовый редактор будет проверять орфографию по мере ввода.	 ари апараметр аузар, атеқсттә редактор аорфографиа гәаҭалатәуп.
5723	есть напоминатели.	 агәаларшәарақәа.
17957	журнал игры сообщает, что игрок умер!	 ахәмарра ажурнал иаанацҳауеит ахәмарҩы дшыԥсыз!
11916	завершено и отправлено!	 зегьы нагӡоуп!
26933	заглавной буквой указана плитка с исходной правой доски.	 ахалагаратә дырԥшӡага аплита аҵкар аҟынтәи.
9872	заголовок сообщения не содержит информации, необходимой для этого действия.	 ацҳамҭа ахы, уи азы иаҭаху аинформациа ацӡам.
15135	загружайте свободно распространяемые операционные системы.	 аныҟәарақәа ахьымҩаԥысуа аоперациатә системақәа ҭаҳгала.
25444	загружать и устанавливать обновления программного обеспечения в фоновом режиме, когда это возможно.	 иауазар, афонтә режим ала апрограмматә ҽазыҟаҵарақәа мҩаԥгалатәуп, уи аныҟаҵоу.
25817	загрузить неподписанное по?	 иҭаҩҩу аҭагалара?
40443	загрузка завершена.	 аҭагалара хыркәшоуп.
1676	загрузка проекта, подождите.	 апроект аҭагалара, шәақәыӷәӷәа.
6797	загрузка удалённого содержимого этого сообщения была заблокирована.	 ари адырраҭа инаскьагоу аҭаҵа аҭагалара еиԥҟьеит.
2464	заданное значение находится вне диапазона.	 ари адҵа адиапазон анҭыҵ иҟоуп.
1084	задать другой каталог для этого сеанса или попробовать ещё раз?	 ари асеанс азы даҽа каталогк аԥҵатәума, мамзаргьы даҽакалак аԥыхтәума?
19066	задержка автоматической блокировки после отключения экрана.	 аекран аҿы аанкылара ашьҭахь автоматикала аанкылара.
28154	задержка в милисекундах между нажатиями, если кнопка удерживается в нажатом положении.	 амиллисекунд ала иунарбоит аамҭалатәи аанкылара, апытҟәыр ақәыӷәӷәара иааннакылозар.
28152	задержка в милисекундах перед повторным нажатием например, для кнопок-счётчиков.	 амиллисекунд ала ахысраан ахылаԥшра аҭатәуп, иаҳҳәап, апытҟәыр-дәықәҵаҩцәа рзы.
4768	задержка в милисекундах, после которой сообщения отмечаются как просмотренные.	 амилиусекундер, уи ашьҭахь ахәаԥшыҩцәа раҳасабала иазгәаҭахоит.
41881	задержка в миллисекундах между страницами.	 адаҟьақәа рыбжьара иҟоу миллисекундла аанкылара.
27041	задержка в секундах до автоматического сохранения черновика.	 асекундқәа рҿы аанкылара аиқәаршәара аҟынӡа.
28023	задержка в секундах перед срабатыванием щелчка.	 асекундқәа рҿы аанкылара ақәықшара аԥхьа.
28264	задержка между повторами в миллисекундах.	 аиҭаҟаҵара аанкылара миллисекундла.
23666	задержка между повторениями в миллисекундах.	 миллисекундла ҩаԥхьа рыҟалара аанкылара.
3843	закладки успешно импортированы!	 агәылаҵақәа қәҿиарала импортуп!
3848	закладки успешно экспортированы!	 експортла идәықәҵагоуп!
3617	закладок ещё нет?	 нагӡара ақәзааит аԥҳәыс!
2161	закрыть вкладку?	 агәылаҵа арктәуп?
2868	закрыть главное окно без подтверждения сохранения изменений.	 аԥенџьыр хада арктәуп аԥсахрақәа реиқәырхаразы.
4939	закрыть окно просмотра сообщений, если выбранное сообщение удалено или помечено как спам.	 ацҳамҭа ахәаԥшра аԥенџьыр арктәуп иалху аацҳара аныххо, мамзаргьы ацәарҭа уамаз.
16634	закрыть окно терминала при завершении выполнения команды.	 адҵа анагӡара ахыркәшараан атерминал аԥенџьыр аркра.
2159	закрыть окно?	 аԥенџьыр арктәуп?
26862	закрыть это окно?	 ари аԥенџьыр арктәуп?
26863	закрыть этот терминал?	 ари атерминал арктәуп.
38580	замена приведёт к перезаписи содержимого.	 ацынхәра аиҭаҿакра нанагӡоит.
38577	замена удалит все файлы из этой папки.	 ари аҭаӡ аҟынтәи афаилқәа зегь нагӡахоит.
1055	замените диск диском с данными.	 адиск ала ишәыԥсахыр акәхоит.
1054	замените диск перезаписываемым диском с данными.	 ишәыԥсахыр акәхоит адырқәа зну асанҭыр.
32341	заменить старую службу.	 ажәытә маҵзура иԥсахтәуп.
1148	записать выбранные файлы на несколько носителей?	 ианҵатәума иалху афаилқәа ма аныҟәцаҩцәа рахь?
1169	записать данные сверх установленной нормы диска?	 ишьақәыргылоу адыррақәа адиск аҭаҩраҿ иҭаҩтәума?
18532	запись звука с помощью микрофона.	 амикрофон ухы иархәаны абыжьқәа рҭаҩра.
32717	запись уже вставлена.	 анҵамҭа ҭаргылоуп.
20369	запись, содержащая начальную ширину, высоту и развернутое состояние окна приложения.	 алагамҭатә аҭбаара, аҳаракыра, аԥенџьыр иаарту аҭагылазаашьа змоу анҵамҭа.
635	заполните пустой слот.	 иҭацәуп ашәыра.
659	заполните сначала пустой столбец.	 раԥхьа иҭацәыз аиҵаргыла ахарҭәаара
4830	запрашивать подтверждение, если пользователь пытается очистить удалённые сообщения в папке.	 ашьақәырӷәӷәара иазҵаатәуп, ахархәаҩ аҭаӡ аҟны инахароу адырраҭарақәа ирыцқьатәуп.
4822	запрашивать подтверждение, когда пользователь пытается отправить сообщение с помощью комбинации клавиш.	 ахархәаҩ арыдқәа рыцхыраарала аацҳара дәықәҵатәуп.
10112	запретить загрузку любых модулей.	 амодульқәа зегьы рҭагалара мап ацәктәуп.
28195	запретить пользователю блокировать экран.	 аекран аркра азин аҭара.
28199	запретить пользователю выходить из системы.	 ахархәаҩ азин инаҭом уи система аҟынтә адәылҵра.
28193	запретить пользователю переключаться между учётными записями при активной учётной записи.	 ахархәаҩ ихала мап ицәикыр ҟалаӡом уи аҳасабтә аҭаҩраан.
28203	запретить пользователям записывать или изменять файлы на съемных устройствах хранения например, флэш-дисках, мобильных телефонах, камерах.	 ахархәаҩцәа илхра ма иҭыхтәуп ҳәа иалырхуа афаилқәа рыҵәахразы азин ҟаҵатәуп иаҳҳәап, абӷьыцқәеи, амобилтә ҭелқәа, акамерақәеи.
28205	запретить пункт меню показать пароль в поле ввода пароля.	 амениу апункт арбатәуп ажәамаӡа аҭакыраҿы ажәамаӡа арбатәуп.
14882	запрос недействителен.	 адҵаалара иашам.
19666	запустите снова когда проблема будет решена.	 апроблема аӡбара ианалагалак, еиҭах ирзеиҭашәҳәа.
20144	запустить программу для управления родительским контролем.	 изхылҵыз ахылаԥшразы апрограмма аусура аларгара.
17709	здесь будут отображаться символы, которые вы используете.	 араҟа иаарԥшхоит шәхы иашәырхәо асимволқәа.
33036	здесь была ошибка, отображающая справку.	 абраҟа агха ҟалеит аилыркаага.
22184	здесь ничего не найдено!	 ара акгьы ԥшаам!
23007	здесь хранится путь до последних открытых в программе заметок, чтобы их можно было открыть при следующем запуске программы.	 абраҟа аҵыхәтәантәи имҩахь инаскьагара иазкыз апрограмма программа иахәҭакуп, уи апрограмма адәықәҵараан иаартыртә иҟаларзы.
10877	зелёные победили!	 аиаҵәа шәиааит!
2522	значение недопустимо.	 аҵакы изымуа.
26878	значение этого ключа используется для указания размеров игровой решётки.	 ари ацаԥха аҵакы ахархәара амоуп ахәмарҩы ашәагаақәа рҭагалараз.
4919	значения, выходящие за пределы диапазона, прижимаются к границе.	 аҵакы, адиапазон аҳәаақәа ирҭыҵуа, аҳәаа ианааргоит.
27954	игнорировать множественные нажатия одной и той же клавиши в течение указанного времени.	 азхьамԥшра аҭыԥ ақәҵараҿы, хыхь зыӡбахә ҳәаз арыдк аҩныҵҟа азхьамԥшра.
3925	игнорировать ограничения документа, например, ограничение на копирование и печать.	 адокумент ԥкрақәак иазхьаԥштәым, иаҳҳәап, акопиа ахыхра, акьыԥхьра аҿы.
42206	игра закончена!	 ахәмарра хыркәшоуп!
42204	игра закончилась ничьей!	 ахәмарра аҵыхәтәа ԥҵәеит!
32593	игра закончилась ничьей.	 ахәмарра аҵыхәтәа ԥҵәеит.
10618	игра окончена!	 анҵәара иаҿуп!
17956	игра оставлена.	 ахәмарра аанкылан.
42172	играйте с оппонентами от одного до пяти на трёх уровнях сложности.	 аоппонентцәа руаӡәк инаркны хә-ҩаӡарак рҿы ахәмарра.
32519	играть против компьютера или с другим человеком.	 акомпиутер, мамзаргьы егьырҭ ауаҩы ахәмарра.
10568	игровое поле из последнего сохраненного сеанса игры.	 ахәмарра аҵыхәтәантәи имҩахь инаскьагара иазкыз асеанс аҟынтә ахәмарратә ҭыԥ.
33120	игрокам доставит удовольствие большое количество уровней.	 ахәмарыҩцәа еиуеиԥшым аҩаӡара ҳаракы аиуоит.
5057	идентификатор или псевдоним компонента, который будет показываться при запуске по умолчанию.	 аидентификатор, ма апсевдоним акомпонент, ишыҟоу еиԥш аус арураан иаарԥшхо.
32048	идентификация не найдена.	 аиԥштәра ԥшаам.
5003	извещает пользователя о появлении новой почты значком в области уведомлений.	 ахархәаҩ ишьақәиргылоит ардырра аҵакыра аҿы адыргаҷа ҿыц аҭыҵразы ахархәаҩ.
25079	извините, но деталей о данном приложении нет.	 ҳаҭамыз, аха уи ацҵа аҿы иану ахәҭақәа мап.
1081	извлеките диск и вставьте его заново.	 асанҭыр алышәх, ҿыц дшәыргыл.
2523	изменение будет отменено, если вы покинете этот просмотр без применения изменения.	 аԥсахра аԥыххоит ари ахәаԥшра мап ацәышәкыр.
18524	изменение обоев рабочего стола.	 аусуратә еишәа аԥсахра.
2525	изменения будут отложены до тех пор, пока вы не запросите их.	 аиҭакрақәа, шәыԥхамшьакәа, урҭ рыдҵақәа наҟ-ааҟ ицап.
2524	изменения будут применены по такому запросу или если вы выйдете из этого просмотра.	 аԥсахрақәа ахархәара роуеит уи азыҳәара ала, ма ари алаԥшхгара шәалҵуазар.
15360	изменения в приведенных ниже настройках вступают в силу после перезапуска вашей виртуальной машины.	 ҵаҟа иаагоу агәазыҟашьақәа рҿы иаагоу аԥсахрақәа амч роуеит авиртуалтә машьынеи аиҭаҳәарала.
17830	изменения вступят в силу для следующей игры.	 аԥсахрақәа анаҩстәи ахәмаррақәа рзы амч роуеит.
29399	изменения вступят в силу немедленно для всего приложения.	 аԥсахрақәа аамҭа кьаҿ иалагӡаны имҩаԥгахоит аԥшьқәа зегьы рҿы.
3543	изменённая вами форма не может быть отправлена.	 иԥсаху аформа ԥсахзар ауам.
18625	измерительный инструмент не поддерживает профилирование принтеров.	 америкатә рҳәага апринтерқәа апринтерқәа ралхра аднакылом.
40930	изображение для блоков.	 аблокқәа рзы асахьа.
2918	изображение не загружено.	 асахьа ҭагалам.
5724	имеет повторения.	 аиҭахысра амоуп
9786	имеется ещё один контакт.	 иҟоуп даҽа контактк.
8595	имеются неотправленные сообщения, действительно выйти?	 хырԥашьа змам адырраҭарақәа ыҟоуп, иааскьома?
9721	импортирование завершено.	 аимпортра хыркәшоуп
9720	импортирование отменено.	 аимпорт аԥыхуп
18163	импортировать профиль именованных цветов?	 аԥштәқәа змоу апрофиль импорттәума?
18161	импортировать цветовой профиль монитора?	 амонитор презентации по вводать?
18162	импортировать цветовой профиль устройства?	 аимпорттә хархәага аимпортзуразы?
18164	импортировать цветовой профиль?	 аԥштәылгара аимпорттәума?
38134	имя архива слишком длинное.	 архив ахьӡ ауцәоуп.
16522	имя для идентификации корневого каталога.	 ахьӡ ишьаҭоу акаталог аидентификациазы.
5010	имя звукового файла, который будет воспроизводиться.	 идәықәҵахо ашьҭыбжьтә фаил ахьӡ.
38099	имя и значок файла.	 афаил ахьӡи адыргаҷеи.
28144	имя моноширного шрифта, используемого в приложениях наподобие терминалов.	 амонотбааратә шрифт ахьӡ, аԥшьы аҿы ахархәара змоу атерминал.
38073	имя не может быть пустым.	 ахьӡ аҭыԥ ҭацәымзароуп.
28047	имя папки приложений.	 аԥшьқәа рҭаӡ ахьӡ.
26262	имя папки с темами.	 атема змоу аҭаӡ ахьӡ.
38562	имя папки слишком длинное.	 аҭаӡ ахьӡ ауцәоуп.
3027	имя поисковой системы, выбранной по умолчанию.	 аԥшааратә система ахьӡ, ишыҟоу еиԥш иалху.
19781	имя пользователя и пароль необходимы для подключения к этому компьютеру.	 ахархәаҩ ихьӡи имаӡажәеи ари акомпиутер аҽамадаразы иаҭахуп.
21577	имя пользователя не может начинаться с символа -.	 ахархәаҩ ихьӡ асимвол аҽамадара ауам.
20190	имя пользователя слишком длинное.	 ахархәаҩ ихьӡ мыцхәцәоуп.
7745	имя уже используется.	 ахьӡ ахархәара амоуп.
41339	имя узла или адрес сервера.	 асервер ахьыӡ ма адрес.
3141	имя устройства синхронизации текущего устройства.	 уажәтәи ахархәага асинхронтәра ахьӡ уажәтәи ахархәара аҭатәуп.
23651	имя файла со звуком, который будет воспроизведён.	 абжьы зцу афаил ахьӡ.
32324	имя файла содержит недопустимые символы.	 афаил ахьӡ иаҵанакуеит изымуа асимволқәа.
28142	имя шрифта по умолчанию, используемого для чтения документов.	 ашрифт ахьӡ ишыҟоу еиԥш, адокументқәа раԥхьаразы ахархәара ззухо.
42965	индексированные данные для этого файла были удалены и будут повторно проиндексированы.	 ари афаил азы аиндекстә дыррақәа аԥыхын, убри аҟнытә иҩынтәны иаарԥшхоит.
28797	интенсивность цвета.	 аԥштәы аинтенсивра.
22277	информация, используемая для информирования других картографов о неочевидной информации об элементе, намерении автора при его создании или о намеках на дальнейшее совершенствование.	 егьырҭ аинформациатә дырраҭаразы ахархәара змоу акартографиа ахәҭаҷ азы аинформациа, автор уи аԥҵараан, мамзаргьы аԥхьаҟатәи аԥеиԥш аиӷьтәра хықәкыс измоу.
38677	исполняемые файлы из этой папки появятся в меню сценарии.	 инагӡахоу афаилқәа ари аҭаӡ аҟынтәи амениу асценари аҟны ицәырҵуеит.
38420	использован недопустимый тип перетаскивания.	 адгылара змам аиҭагара атип ахархәара амоуп.
1645	использованы несовместимые параметры командной строки.	 ихархәатәуп адҵатә цәаҳәа апараметрқәа
19933	использовать визуальную индикацию для звуковых уведомлений.	 абжьыҟа ардырразы авизадатә аиндикациа ахархәара аҭатәуп.
9833	использовать внешний редактор для составления простых сообщений.	 ахархәара аҭатәуп адәныҟатәи аредактор имариоу аацҳарақәа рышьақәыргыларазы.
4793	использовать другие шрифты для отображения почты.	 апытҟәыр арбаразы даҽа шрифтқәак ахархәара азутәуп.
42100	использовать красивую анимацию.	 анимациа ԥшӡа ахархәара аҭатәуп.
27943	использовать ли высококонтрастный стиль.	 ихархәатәума иҳараку астиль.
4607	использовать ли редактор облегченной разметки для описания в редакторе компонентов.	 ихархәатәума аредакторра арҭ ахәҭакәа ахцәажәаразы.
25719	использовать мобильную связь?	 амобилтә еимадара ахархәара аҭатәума?
8585	использовать папку черновиков по умолчанию?	 ахархәаҩцәа рҭаӡ уи ишыҟоу еиԥш?
7528	использовать прямое подключение, прокси не требуется.	 ишиашо аимадара ахархәара аҭатәуп.
40940	использовать разноцветные блоки.	 еиуеиԥшым аблокқәа хархәатәуп.
2621	использовать системные шрифты по умолчанию.	 асистематә шрифтқәа ишыҟоу еиԥш хархәатәуп.
5070	использовать только локальные спам-тесты.	 алокалтә спактқәа мацара рхархәара.
4739	использовать установленные параметры отображения списка сообщений для всех папок.	 аҭаӡ зегьы рзы адырраҭарақәа раарԥшра апараметрқәа ахархәара аҭатәуп.
29031	используйте более короткое имя.	 шәхы иашәырхәа еиҳа икьаҿу ахьӡ.
40916	используйте клавиши со стрелками вверх и вниз для выбора элемента.	 шәхы иашәырхәа арыд ахыц аҩада, алада ахыц алхра азы.
40921	используйте клавиши со стрелками влево и вправо для перехода на другие вкладки.	 шәхы иашәырхәа арыд ахыц армарахь, арӷьала егьырҭ агәылаҵақәа рахь анеиразы.
15368	используйте кнопку ниже, чтобы создать свой первый снимок системы.	 шәхы иашәырхәа апытҟәыр, аԥхьатәи асистематә система аԥҵаразы.
27079	используйте схему стиля, чтобы перекрасить окно приложения.	 шәхы иашәырхәа астиль, аԥшьқәа аԥенџьыр иакыртә еиԥш.
25308	используйте только те репозитории программного обеспечения, которым доверяете.	 шәхы иашәырхәа зыгәра жәго апрограмматә хәдықәҵаратә статиақәа рымацара.
20517	источник словарей будет навсегда удалён из списка.	 ажәақәа рхыҵхырҭа наунагӡа асиа аҟынтәи иаԥыххоит.
42784	исходное время сна, в секундах.	 ахҵыхырҭатә аамҭа асекундқәа рҿы
38341	исходный файл будет переписан файлом назначения.	 ахалагаратә фаил ииагахоит иазалху афаил ахь.
22496	ищите треки в вашей коллекции, пользуйтесь автоматическими списками воспроизведения или соберите свой свежий.	 шәколлекциаҟны ахәымпылқәа шәхы иашәырхәала автоматикала адыррақәа, мамзаргьы шәыцқьа-шәқьаны иҟашәҵала.
27411	как вы себя чувствуете?	 шәгәы ишԥаанагои?
15479	как использовать пробелы при форматировании текста.	 абжьажьқәа атекст аформатркраан хархәатәуп.
2968	как минимум два имени файла совпадают.	 афаил ҩба-ҩба хьӡы еиқәшәоит.
27409	какие планы на сегодня?	 иарбан планқәоу иахьа уажәраанӡа?
11939	каков ваш стаж программирования?	 апрограммаркра шаҟа ыҟаузеи?
12051	какой аспект программного обеспечения нуждается в наибольшем улучшении?	 иарбан ганқәоу апрограмматә еиқәыршәара еиҳа аиӷьтәра зҭаху?
869	какой тип диаграммы показывать.	 иарбан адиаграмма атип арбалатәу.
11944	какой язык программирования вы предпочитаете?	 иарбан программоу шәара еиҳа еиӷьашәшьо?
11957	какую версию вы обычно используете?	 иарбан аверсиау шәара ахархәара ахьаиуа?
17344	калькулятор с финансовым и научным режимами.	 какулиаторс иҟоу афинанстәии анаукатәии арежимқәа аԥхьаӡага.
4891	каталог для сохранения файлов компонентов почты.	 афаилқәа рфаилқәа реиқәырхара азы акаталог.
11348	каталог по умолчанию, в который предлагается клонировать новые репозитории.	 каталог ишыҟоу еиԥш, иарбоу акаталог асимпозиум ҿыцқәа аларгалоит.
27083	каталог, который последний раз использовался в диалоговом окне сохранить как.	 аҵыхәтәаны адиалог адиалог аҿы ахархәара змаз акаталог.
40962	клавиша для паузы.	 абызкаҭаҳазы арыд.
23517	клавиша для перемещения вверх.	 аиагараз арыд.
23515	клавиша для перемещения влево и вверх по диагонали.	 армарахьтәии аҩадатәии адиагоналқәа риагараз арыд.
23527	клавиша для перемещения влево и вниз по диагонали.	 арыдыркыратә быкь армарахь ала ҵаҟа анахаразы.
10800	клавиша для перемещения влево.	 армарахь аиагара азы арыд.
23529	клавиша для перемещения вниз.	 алада аиагара азы арыд.
23519	клавиша для перемещения вправо и вверх по диагонали.	 арыдыркыратә арӷьарахьи аҩада аиагара азы арыд.
23531	клавиша для перемещения вправо и вниз по диагонали.	 арыдыркыратә быкь арӷьарахьи ала ҵаҟа еиҭагахарц азы.
10802	клавиша для перемещения вправо.	 арӷьарахь аиагара азы арыд.
10804	клавиша для сброса шарика.	 акаршәрақәа рзы арыд.
40958	клавиша для сброса.	 арыд ԥсахтәуп.
23523	клавиша для того, чтобы остаться на месте.	 аҭыԥ аҿы аангыларазы арыд.
40494	клавиши структурной навигации включены.	 ари арыд аструктуратә анавигациа алагалоуп.
40493	клавиши структурной навигации выключены.	 арыд аструктуратә анавигациа аҿыхуп.
41005	классическая игра где вам нужно вращать и укладывать блоки, чтобы заполнить полный ряд, не позволяя блокам занять слишком много рядов, иначе вы проиграете!	 иклассикатә хәмарра ахьыҟоу шәгәы кашәмыжьлан, насгьы зло аблокқәа шәдырџьо иалагоит, мамзар урҭ даҵахеит!
2566	ключ стерт.	 ацаԥхақәа.
22875	кнопка для движения вверх.	 аныҟәаразы апытҟәыр аҩада.
22879	кнопка для движения влево.	 апытҟәыр армарахь аныҟәара азы.
22877	кнопка для движения вниз.	 апытҟәыр алада.
22881	кнопка для движения вправо.	 арӷьарахь ацара азы апытҟәыр.
27634	когда включено, модальные диалоговые окна будут прикреплены к родительскому окну без возможности их смещения относительно родительского окна.	 аԥенџьыра ианҭалалак, модалтә аԥенџьырқәа адҟаҵалахоит, урҭ зхылҵыз рԥенџьырқәа рҿы ада.
4715	когда запрашивать, если число получателей, указанных в полях кому и копия, достигает данного значения.	 амхурсҭақәа рҿы иарбоу ахархәаҩцәа рхыԥхьаӡара иацҵахозар, уи аҵакы ԥсаххоит.
28238	когда эта функция включена, на сенсорных панелях, поддерживающих прокрутку двумя пальцами, она будет включена.	 ари афункциа анаиуа, исенсортә панельқәа рыҟны иуԥылоит.
28236	когда эта функция включена, на сенсорных панелях, поддерживающих прокрутку по краям, она будет включена.	 ари афункциа анаиуа, шәагаала имаҷу апанельқәа рҿы иуԥылоит, аха иазгәаҭоуп
27412	когда это будет достаточно хорошо?	 ианбаҟалои убри?
4749	кодировка по умолчанию для отображения сообщений.	 ацҳамҭа арбаразы акодркра ишыҟоу еиԥш.
42279	кодировка символов для субтитров.	 асимволқәа ркодркразы.
4864	количество времени в секундах, в течение которого ошибка должна показываться в строке состояния.	 асекундқәа рҿы аамҭа цацыԥхьаӡа, агха шыҟауҵаша ацәаҳәаҟны иарбатәуп.
23716	количество дней, после которого цветовой профиль монитора считается некорректным.	 апрофильтә профиль ашьҭахь мышқәак ааҵуанеиԥш.
23718	количество дней, после которого цветовой профиль принтера считается некорректным.	 апринтер аҿыгараан аԥхьатәи амшқәа рышәагаақәам ҳәа иԥхьаӡоуп.
28803	количество зелёного оттенка в цвете.	 аԥштәаҿы аҳаскьынԥштәала шаҟа анубаало
26260	количество костяшек по каждой стороне.	 агәҭылсазаҵәқәа рхыԥхьаӡара.
28801	количество красного оттенка в цвете.	 аԥштәаҿы аҟаԥшьра шаҟа анубаало
3143	количество минут между двумя последовательными синхронизациями.	 ҩ-минуҭк рыбжьара асинхронтәра иеишьҭаргыланы.
42274	количество накопленных в буфере данных, необходимых для начала воспроизведения потока в секундах.	 иаауа ахыԥхьаӡарақәа рхыԥхьаӡара асекундқәа рҿы иаауа иалагеит
20586	количество образцов в измерениях скорости доступа.	 ашәага акақәа реишьҭагылашьа арццакра алыршахеит.
11318	количество попыток, предоставленных пользователю для подтверждения проверки подлинности после которых будет выполнен возврат к экрану выбора пользователя.	 ахархәаҩ иалхра шыҟалаҵәҟьаз ашьақәырӷәӷәаразы иҟаиҵаз аҽазышәарақәа рхыԥхьаӡара, нас урҭ аекран ахархәаҩ иалхрахь игьежьуеит.
27049	количество пробелов, представленных табуляцией.	 аиҵаргылақәа рхыԥхьаӡара.
42096	количество различных цветов, используемых на игровой доске.	 ахәмарратә документациаҿы рхы иадырхәо еиуеиԥшым аԥштәқәа рхыԥхьаӡара.
28348	количество секунд до блокировки экрана после включения хранителя экрана.	 аекрана асекундқәа рхыԥхьаӡара, аекрана аҵәаӷәара ашьҭахь, асекундақәа рхыԥхьаӡара.
28374	количество секунд неактивности, после которых сеанс считается проставающим.	 асекундқәа рхыԥхьаӡара, уи ашьҭахь асеанс шьапҿаршә руеит.
4402	количество символов, которое необходимо ввести для вызова функции автодополнения.	 асимволқәа рхыԥхьаӡара, автоодкылага афункциа алагаларазы ихымԥадатәны иҟоуп.
28805	количество синего оттенка в цвете.	 аԥштәаҿы жәҩанԥштәыла шаҟа анубаало
1989	количество снимков в одной серии.	 аиԥшьырҭа акәаԥрацәа ҭаҳарцәуеит.
22071	количество сохранённых недавно использовавшихся маршрутов.	 ааигәа ахархәара змаз амаршрутқәа рхыԥхьаӡара.
22069	количество сохранённых недавно посещённых мест.	 ааигәа изҭааз аҭыԥқәа рхыԥхьаӡара.
15471	количество строк автодополнения, которые будут показаны пользователю.	 ахархәаҩ идыргақәа рхыԥхьаӡара
15463	количество строк для прокрутки за пределами конца буфера.	 абуфер аҵыхәтәантәи имҩахь днаскьаргарц азы ацәаҳәақәа рхыԥхьаӡара
4987	команда для запуска редактора по умолчанию.	 аредактор аусура аларгара азы адҵа ишыҟоу еиԥш.
32040	команда не поддерживается сервером.	 акоманда асервер аднакылом.
23712	комбинации клавиш, генерируемые при использовании сенсорного кольца или сенсорной полосы состояние нажатости.	 арыдқәа ркомбинациа, генералтәу, асенсонтә мазаргьы асенсациа зызу аҭагылазаашьа ахархәарала.
23804	комбинация для уменьшения громкости без звукового эффекта.	 абжьы агырхара акомбинациа, абжьы агырхара
23768	комбинация клавиш для блокирования экрана.	 аекран аанкылара азы арыдқәа реилаҵа.
23816	комбинация клавиш для включения сенсорной панели.	 асенсациатә панель аҿакра акомбинациа.
23818	комбинация клавиш для выключения сенсорной панели.	 асенсортә панель арцәара акомбинациа.
23764	комбинация клавиш для выхода из системы.	 асистема аҭыҵразы арыдқәа реилаҵа.
23832	комбинация клавиш для гипернации устройства.	 аиҿартәырахь арыдқәа реилаҵа.
23830	комбинация клавиш для действий кнопки питания.	 афатә апытҟәырқәа рыҟаҵаразы арыдқәа реилаҵа.
23782	комбинация клавиш для запуска веб-браузера.	 авеб-браузер адәықәҵага арыдқәа реилаҵа.
23770	комбинация клавиш для запуска инструмента поиска.	 аԥшааразы арыдқәа ркомбинациа.
23744	комбинация клавиш для запуска калькулятора.	 акалькулиатор аус аруразы арыдқәа реилаҵа.
23756	комбинация клавиш для запуска мультимедийного проигрывателя.	 амультимедиатә ҵәҩанҵәылатәи алԥшааразы арыдқәа реилаҵа.
23748	комбинация клавиш для запуска почтового клиента.	 аԥошьҭатә клиент аус аруразы арыдқәа реилаҵа.
23824	комбинация клавиш для запуска режима повтора мультимедийного проигрывателя.	 амультимедиатә усхкы арежим ахәаԥшразы арыдқәа реилаҵа арыдқәа реилаҵа.
23826	комбинация клавиш для запуска случайного воспроизведения в мультимедийном проигрывателе.	 машәыршақәтәи арҿиамҭа аҟаҵаразы арыдқәа реилаҵа.
23752	комбинация клавиш для запуска справочной системы.	 еилыркаагатә системала арыдқәа реилаҵа.
23750	комбинация клавиш для извлечения оптического диска.	 арыдқәа ркомбинациа аоптикатә дискрипциа.
23772	комбинация клавиш для остановки воспроизведения.	 аиҭаҟаҵара аанкылара азы арыдқәа реилаҵа.
23754	комбинация клавиш для открытия домашней папки.	 аҩныҟатәи аҭаӡ аартразы арыдқәа реилаҵа.
24284	комбинация клавиш для открытия меню приложения.	 амениу аартразы арыдқәа реилаҵа.
24293	комбинация клавиш для отображения или скрытия списка уведомлений.	 ардырра ахьӡынҵа ма арбаразы арыдқәа реилаҵа.
23834	комбинация клавиш для перевода устройства в режим ожидания.	 арыдқәа ркомбинациа иззыԥшыз арежим ахь аиагара.
24295	комбинация клавиш для перевода фокуса на текущее уведомление.	 уажәтәи ардырра афокус аиагаразы арыдқәа реилаҵа.
23850	комбинация клавиш для переключения авиаперелётов.	 авиалаԥшҳәаа аиагаразы арыдқәа реилаҵа.
23846	комбинация клавиш для переключения подсветки клавиатуры.	 арыдыркыра арыдқәа реилаҵа аилыркаага.
23828	комбинация клавиш для переключения режима автоматического поворота экрана.	 арыдқәа реилаҵа аекран автоматикала аиагаразы.
23822	комбинация клавиш для перемотки вперед для текущей дорожки.	 изаамҭанытәиу амҩа арбаразы арыдқәа реилаҵа.
